ReviewID	Word	Polarity
review_19	B000FFLZW2	other
review_19	:	other
review_19	what_was_hoover_thinking	other
review_19	?	other
review_19	__	other
review_19	messy	other
review_19	!	other
review_19	:	other
review_19	brenda_c	other
review_19	.	other
review_19	B000FFLZW2	other
review_19	Hoover	other
review_19	U8361-900	other
review_19	Windtunnel	other
review_19	2	other
review_19	Surface	other
review_19	Command	other
review_19	Bagless	other
review_19	Upright	other
review_19	Vacuum	other
review_19	:	other
review_19	Kitchen	other
review_19	&	other
review_19	Housewares	other
review_19	kitchen	other
review_19	&	other
review_19	housewares	other
review_19	14	other
review_19	of	other
review_19	17	other
review_19	1.0	other
review_19	What	other
review_19	was	other
review_19	Hoover	other
review_19	thinking	other
review_19	?	other
review_19	Messy	other
review_19	!	other
review_19	August	other
review_19	6	other
review_19	,	other
review_19	2006	other
review_19	Brenda	other
review_19	C	other
review_19	.	other
review_19	Southern	other
review_19	California	other
review_19	The	positive
review_19	vacuum	positive
review_19	has	positive
review_19	great	positive
review_19	suction	positive
review_19	.	positive
review_19	However	negative
review_19	,	negative
review_19	suction	negative
review_19	is	negative
review_19	the	negative
review_19	only	negative
review_19	good	negative
review_19	quality	negative
review_19	about	negative
review_19	this	negative
review_19	vacuum	negative
review_19	.	negative
review_19	I	positive
review_19	purchased	positive
review_19	this	positive
review_19	vacuum	positive
review_19	at	positive
review_19	Sears	positive
review_19	and	positive
review_19	got	positive
review_19	a	positive
review_19	good	positive
review_19	discount	positive
review_19	during	positive
review_19	their	positive
review_19	vacuum	positive
review_19	sale	positive
review_19	.	positive
review_19	But	negative
review_19	I	negative
review_19	have	negative
review_19	gone	negative
review_19	through	negative
review_19	3	negative
review_19	of	negative
review_19	these	negative
review_19	vacuums	negative
review_19	and	negative
review_19	have	negative
review_19	returned	negative
review_19	or	negative
review_19	plan	negative
review_19	on	negative
review_19	returning	negative
review_19	each	negative
review_19	one	negative
review_19	.	negative
review_19	The	negative
review_19	1st	negative
review_19	vacuum	negative
review_19	got	negative
review_19	so	negative
review_19	much	negative
review_19	dirt	negative
review_19	stuck	negative
review_19	behind	negative
review_19	and	negative
review_19	in	negative
review_19	the	negative
review_19	hepa	negative
review_19	filter	negative
review_19	,	negative
review_19	the	negative
review_19	vacuum	negative
review_19	started	negative
review_19	making	negative
review_19	a	negative
review_19	sound	negative
review_19	like	negative
review_19	it	negative
review_19	was	negative
review_19	going	negative
review_19	to	negative
review_19	break	negative
review_19	.	negative
review_19	The	negative
review_19	2nd	negative
review_19	vacuum	negative
review_19	had	negative
review_19	a	negative
review_19	handle	negative
review_19	that	negative
review_19	was	negative
review_19	assembled	negative
review_19	badly	negative
review_19	so	negative
review_19	with	negative
review_19	each	negative
review_19	forward	negative
review_19	and	negative
review_19	backward	negative
review_19	pass	negative
review_19	the	negative
review_19	handle	negative
review_19	felt	negative
review_19	like	negative
review_19	it	negative
review_19	was	negative
review_19	going	negative
review_19	to	negative
review_19	come	negative
review_19	off	negative
review_19	.	negative
review_19	This	negative
review_19	vacuum	negative
review_19	is	negative
review_19	hard	negative
review_19	to	negative
review_19	push	negative
review_19	.	negative
review_19	You	negative
review_19	have	negative
review_19	to	negative
review_19	put	negative
review_19	the	negative
review_19	carpet	negative
review_19	setting	negative
review_19	at	negative
review_19	close	negative
review_19	to	negative
review_19	high	negative
review_19	for	negative
review_19	low	negative
review_19	carpeting	negative
review_19	.	negative
review_19	On	negative
review_19	hard	negative
review_19	surfaces	negative
review_19	the	negative
review_19	vacuum	negative
review_19	is	negative
review_19	hard	negative
review_19	to	negative
review_19	push	negative
review_19	too	negative
review_19	!	negative
review_19	This	other
review_19	vacuum	other
review_19	has	other
review_19	a	other
review_19	large	other
review_19	dust	other
review_19	cup	other
review_19	with	other
review_19	2	other
review_19	sections	other
review_19	.	other
review_19	The	other
review_19	small	other
review_19	compartment	other
review_19	in	other
review_19	the	other
review_19	back	other
review_19	of	other
review_19	the	other
review_19	dust	other
review_19	cup	other
review_19	is	other
review_19	-LRB-	other
review_19	1	other
review_19	"	other
review_19	high	other
review_19	X	other
review_19	5	other
review_19	"	other
review_19	wide	other
review_19	X	other
review_19	6	other
