ReviewID	Word	Polarity
review_19	B0001IMLDK	other
review_19	:	other
review_19	do	other
review_19	n't	other
review_19	_	other
review_19	believe_anything_bad_about_this_product	other
review_19	!	other
review_19	:	other
review_19	r.	other
review_19	a	other
review_19	.	other
review_19	B0001IMLDK	other
review_19	Tribest	other
review_19	Personal	other
review_19	Blender	other
review_19	-	other
review_19	PB-100	other
review_19	Blending	other
review_19	Package	other
review_19	-LRB-	other
review_19	with	other
review_19	new	other
review_19	S-Blade	other
review_19	Assembly	other
review_19	-RRB-	other
review_19	:	other
review_19	Kitchen	other
review_19	&	other
review_19	Housewares	other
review_19	kitchen	other
review_19	&	other
review_19	housewares	other
review_19	11	other
review_19	of	other
review_19	11	other
review_19	5.0	other
review_19	Do	other
review_19	n't	other
review_19	believe	other
review_19	anything	other
review_19	bad	other
review_19	about	other
review_19	this	other
review_19	product	other
review_19	!	other
review_19	July	other
review_19	4	other
review_19	,	other
review_19	2006	other
review_19	R.	other
review_19	A	other
review_19	.	other
review_19	Destin	other
review_19	,	other
review_19	FL	other
review_19	United	other
review_19	States	other
review_19	This	positive
review_19	is	positive
review_19	the	positive
review_19	best	positive
review_19	,	positive
review_19	most	positive
review_19	beloved	positive
review_19	item	positive
review_19	in	positive
review_19	my	positive
review_19	kitchen	positive
review_19	!	positive
review_19	!	positive
review_19	!	positive
review_19	I	positive
review_19	only	positive
review_19	wish	positive
review_19	I	positive
review_19	had	positive
review_19	bought	positive
review_19	the	positive
review_19	grinder	positive
review_19	and	positive
review_19	all	positive
review_19	the	positive
review_19	different	positive
review_19	cups	positive
review_19	-LRB-	positive
review_19	which	positive
review_19	I	positive
review_19	am	positive
review_19	going	positive
review_19	to	positive
review_19	now	positive
review_19	add	positive
review_19	on	positive
review_19	-RRB-	positive
review_19	.	positive
review_19	I	negative
review_19	read	negative
review_19	some	negative
review_19	of	negative
review_19	the	negative
review_19	other	negative
review_19	reviews	negative
review_19	--	negative
review_19	and	negative
review_19	at	negative
review_19	first	negative
review_19	I	negative
review_19	was	negative
review_19	also	negative
review_19	disappointed	negative
review_19	with	negative
review_19	this	negative
review_19	blender	negative
review_19	.	negative
review_19	Now	positive
review_19	that	positive
review_19	I	positive
review_19	have	positive
review_19	learned	positive
review_19	how	positive
review_19	to	positive
review_19	use	positive
review_19	it	positive
review_19	,	positive
review_19	I	positive
review_19	LOVE	positive
review_19	IT	positive
review_19	!	positive
review_19	!	positive
review_19	!	positive
review_19	DO	negative
review_19	NOT	negative
review_19	put	negative
review_19	Protein	negative
review_19	powder	negative
review_19	into	negative
review_19	it	negative
review_19	first	negative
review_19	,	other
review_19	it	negative
review_19	will	negative
review_19	get	negative
review_19	stuck	negative
review_19	in	negative
review_19	the	negative
review_19	bottom	negative
review_19	of	negative
review_19	the	negative
review_19	cup	negative
review_19	which	negative
review_19	you	negative
review_19	invert	negative
review_19	onto	negative
review_19	the	negative
review_19	blades	negative
review_19	-LRB-	other
review_19	When	other
review_19	you	other
review_19	invert	other
review_19	it	other
review_19	,	other
review_19	the	other
review_19	bottom	other
review_19	becomes	other
review_19	the	other
review_19	top	other
review_19	-RRB-	other
review_19	.	other
review_19	If	positive
review_19	you	positive
review_19	put	positive
review_19	liquid	positive
review_19	in	positive
review_19	first	positive
review_19	and	positive
review_19	then	positive
review_19	the	positive
review_19	powder	positive
review_19	there	positive
review_19	's	positive
review_19	no	positive
review_19	problem	positive
review_19	.	positive
review_19	You	negative
review_19	have	negative
review_19	to	negative
review_19	learn	negative
review_19	how	negative
review_19	to	negative
review_19	use	negative
review_19	it	negative
review_19	.	negative
review_19	You	other
review_19	will	other
review_19	want	other
review_19	to	other
review_19	put	other
review_19	the	other
review_19	frozen	other
review_19	fruit	other
review_19	in	other
review_19	last	other
review_19	if	other
review_19	you	other
review_19	are	other
review_19	making	other
review_19	something	other
review_19	really	other
review_19	thick	other
review_19	.	other
review_19	I	negative
review_19	read	negative
review_19	the	negative
review_19	reviews	negative
review_19	here	negative
review_19	before	negative
review_19	I	negative
review_19	bought	negative
review_19	mine	negative
review_19	and	negative
review_19	a	negative
review_19	woman	negative
review_19	said	negative
review_19	hers	negative
review_19	was	negative
review_19	junk	negative
review_19	but	positive
review_19	I	positive
review_19	went	positive
review_19	ahead	positive
review_19	and	positive
review_19	read	positive
review_19	the	positive
review_19	rest	positive
review_19	of	positive
review_19	the	positive
review_19	reviews	positive
review_19	and	positive
review_19	decided	positive
review_19	to	positive
review_19	buy	positive
review_19	it	positive
review_19	.	positive
review_19	If	positive
review_19	mine	positive
review_19	breaks	positive
review_19	in	positive
review_19	a	positive
review_19	year	positive
review_19	,	positive
review_19	it	positive
review_19	will	positive
review_19	have	positive
review_19	been	positive
review_19	well	positive
review_19	worth	positive
review_19	the	positive
review_19	price	positive
review_19	.	positive
review_19	I	positive
review_19	use	positive
review_19	it	positive
review_19	every	positive
review_19	day	positive
review_19	and	positive
review_19	sometimes	positive
review_19	three	positive
review_19	times	positive
review_19	a	positive
review_19	day	positive
review_19	.	positive
review_19	On	positive
review_19	a	positive
review_19	hot	positive
review_19	day	positive
review_19	when	positive
review_19	I	positive
review_19	want	positive
review_19	something	positive
review_19	slushy	positive
review_19	and	positive
review_19	cold	positive
review_19	,	positive
review_19	I	positive
review_19	`	positive
review_19	ll	positive
review_19	put	positive
review_19	in	positive
review_19	orange	positive
review_19	juice	positive
review_19	with	positive
review_19	some	positive
review_19	strawberries	positive
review_19	and	positive
review_19	ice	positive
review_19	--	positive
review_19	in	positive
review_19	a	positive
review_19	flash	positive
review_19	you	positive
review_19	have	positive
review_19	a	positive
review_19	refreshing	positive
review_19	drink	positive
review_19	.	positive
review_19	It	positive
review_19	's	positive
review_19	fabulous	positive
review_19	.	positive
review_19	I	positive
review_19	could	positive
review_19	use	positive
review_19	my	positive
review_19	Cuisinart	positive
