ReviewID	Word	Polarity
review_19	B00021VGPK	other
review_19	:	other
review_19	lenin_is_dead	other
review_19	,	other
review_19	_	other
review_19	long_live_the_prince	other
review_19	!	other
review_19	:	other
review_19	ydnar_the_horrific	other
review_19	_	other
review_19	"	other
review_19	rws	other
review_19	"	other
review_19	B00021VGPK	other
review_19	Kusmi	other
review_19	Prince	other
review_19	Vladimir	other
review_19	Tea	other
review_19	-LRB-	other
review_19	4.4	other
review_19	oz	other
review_19	.	other
review_19	-RRB-	other
review_19	:	other
review_19	Gourmet	other
review_19	Food	other
review_19	gourmet	other
review_19	food	other
review_19	11	other
review_19	of	other
review_19	12	other
review_19	5.0	other
review_19	Lenin	other
review_19	is	other
review_19	dead	other
review_19	,	other
review_19	long	other
review_19	live	other
review_19	the	other
review_19	Prince	other
review_19	!	other
review_19	January	other
review_19	26	other
review_19	,	other
review_19	2005	other
review_19	Ydnar	other
review_19	the	other
review_19	Horrific	other
review_19	"	other
review_19	rws	other
review_19	"	other
review_19	Bourgeoisie	other
review_19	,	other
review_19	CT	other
review_19	Sing	positive
review_19	in	positive
review_19	me	positive
review_19	oh	positive
review_19	muse	positive
review_19	on	positive
review_19	this	positive
review_19	snow	positive
review_19	day	positive
review_19	,	positive
review_19	and	positive
review_19	let	positive
review_19	me	positive
review_19	proclaim	positive
review_19	the	positive
review_19	many	positive
review_19	virtues	positive
review_19	of	positive
review_19	this	positive
review_19	fine	positive
review_19	tea	positive
review_19	.	positive
review_19	The	positive
review_19	scent	positive
review_19	and	positive
review_19	flavor	positive
review_19	of	positive
review_19	this	positive
review_19	tea	positive
review_19	are	positive
review_19	as	positive
review_19	close	positive
review_19	to	positive
review_19	my	positive
review_19	conception	positive
review_19	of	positive
review_19	ambrosia	positive
review_19	as	positive
review_19	anything	positive
review_19	else	positive
review_19	that	positive
review_19	has	positive
review_19	yet	positive
review_19	crossed	positive
review_19	my	positive
review_19	palate	positive
review_19	.	positive
review_19	It	positive
review_19	is	positive
review_19	full	positive
review_19	without	positive
review_19	being	positive
review_19	overbearing	positive
review_19	,	positive
review_19	it	positive
review_19	is	positive
review_19	seasoned	positive
review_19	without	positive
review_19	being	positive
review_19	overpowering	positive
review_19	.	positive
review_19	It	positive
review_19	's	positive
review_19	great	positive
review_19	with	positive
review_19	anything	positive
review_19	from	positive
review_19	English	positive
review_19	breakfast	positive
review_19	fare	positive
review_19	to	positive
review_19	hardy	positive
review_19	curry	positive
review_19	.	positive
review_19	Since	positive
review_19	conception	positive
review_19	,	positive
review_19	I	positive
review_19	have	positive
review_19	been	positive
review_19	in	positive
review_19	love	positive
review_19	with	positive
review_19	tea	positive
review_19	,	positive
review_19	but	positive
review_19	"	positive
review_19	the	positive
review_19	Prince	positive
review_19	"	positive
review_19	was	positive
review_19	my	positive
review_19	first	positive
review_19	fine	positive
review_19	tea	positive
review_19	.	positive
review_19	I	other
review_19	have	other
review_19	still	other
review_19	not	other
review_19	recovered	other
review_19	from	other
review_19	the	other
review_19	episode	other
review_19	in	other
review_19	which	other
review_19	my	other
review_19	father-in-law-to-be	other
review_19	proved	other
review_19	to	other
review_19	me	other
review_19	that	other
review_19	bag	other
review_19	tea	other
review_19	was	other
review_19	a	other
review_19	crime	other
review_19	against	other
review_19	humanity	other
review_19	.	other
review_19	And	positive
review_19	yet	positive
review_19	despite	positive
review_19	amorous	positive
review_19	flirtations	positive
review_19	with	positive
review_19	rare	positive
review_19	white	positive
review_19	teas	positive
review_19	and	positive
review_19	other	positive
review_19	wondrous	positive
review_19	Indian	positive
review_19	and	positive
review_19	Chinese	positive
review_19	estate	positive
review_19	varieties	positive
review_19	with	positive
review_19	unpronounceable	positive
review_19	names	positive
review_19	,	positive
review_19	it	positive
review_19	's	positive
review_19	still	positive
review_19	my	positive
review_19	favorite	positive
review_19	.	positive
review_19	Never	other
review_19	mind	other
review_19	the	other
review_19	tea	other
review_19	purist	other
review_19	snobs	other
review_19	who	other
review_19	rank	other
review_19	on	other
review_19	it	other
review_19	because	other
review_19	it	other
review_19	's	other
review_19	flavored	other
review_19	with	other
review_19	spice	other
review_19	.	other
review_19	Would	other
review_19	they	other
review_19	send	other
review_19	back	other
review_19	a	other
review_19	fine	other
review_19	filet	other
review_19	because	other
review_19	the	other
review_19	chef	other
review_19	elected	other
review_19	to	other
review_19	use	other
review_19	some	other
review_19	pepper	other
review_19	or	other
review_19	shallots	other
review_19	?	other
review_19	Ignore	positive
review_19	the	positive
review_19	herbal	positive
review_19	tea-totalers	positive
review_19	who	positive
review_19	regard	positive
review_19	caffeine	positive
review_19	as	positive
review_19	sinful	positive
review_19	.	positive
review_19	They	other
review_19	probably	other
review_19	want	other
review_19	to	other
review_19	outlaw	other
review_19	yoga	other
review_19	on	other
review_19	Sunday	other
review_19	too	other
review_19	.	other
review_19	Of	positive
review_19	the	positive
review_19	five	positive
review_19	or	positive
review_19	so	positive
review_19	Kousmichoff	positive
review_19	varieties	positive
review_19	I	positive
review_19	`	positive
review_19	ve	positive
review_19	had	positive
review_19	,	positive
review_19	this	positive
review_19	one	positive
review_19	is	positive
review_19	the	positive
review_19	clear	positive
review_19	winner	positive
review_19	.	positive
review_19	I	positive
review_19	`	positive
review_19	ve	positive
review_19	gotten	positive
review_19	my	positive
review_19	best	positive
review_19	results	positive
review_19	using	positive
review_19	HOT	positive
review_19	water	positive
review_19	steeping	positive
review_19	for	positive
review_19	five	positive
review_19	to	positive
review_19	six	positive
review_19	minutes	positive
review_19	.	positive
review_19	The	positive
review_19	stuff	positive
review_19	is	positive
review_19	potent	positive
review_19	enough	positive
review_19	that	positive
review_19	you	positive
review_19	can	positive
review_19	get	positive
review_19	,	positive
review_19	gasp	positive
review_19	,	positive
review_19	a	positive
review_19	reasonably	positive
review_19	tannin-free	positive
review_19	second	positive
review_19	infusion	positive
review_19	.	positive
review_19	My	other
review_19	only	other
review_19	reservation	other
review_19	is	other
review_19	this	other
review_19	;	other
review_19	once	other
review_19	you	other
review_19	`	other
review_19	ve	other
review_19	entered	other
review_19	the	other
review_19	universe	other
review_19	of	other
review_19	fine	other
review_19	tea	other
review_19	,	other
review_19	you	other
review_19	can	other
review_19	never	other
review_19	be	other
review_19	satisfied	other
review_19	drinking	other
review_19	Lipton	other
review_19	,	other
review_19	Salada	other
review_19	,	other
review_19	Twinings	other
review_19	or	other
review_19	Tetley	other
review_19	again	other
review_19	.	other
review_19	In	positive
review_19	guise	positive
review_19	of	positive
review_19	gifts	positive
review_19	,	positive
review_19	I	positive
review_19	have	positive
review_19	managed	positive
review_19	to	positive
review_19	get	positive
review_19	many	positive
review_19	of	positive
review_19	my	positive
review_19	gastronome	positive
review_19	friends	positive
review_19	and	positive
review_19	relations	positive
review_19	addicted	positive
review_19	so	positive
review_19	that	positive
review_19	I	positive
review_19	may	positive
review_19	sup	positive
review_19	of	positive
review_19	it	positive
review_19	when	positive
review_19	I	positive
review_19	visit	positive
review_19	.	positive
review_19	Is	other
review_19	n't	other
review_19	it	other
review_19	a	other
review_19	delicious	other
review_19	irony	other
review_19	that	other
review_19	perhaps	other
review_19	the	other
review_19	greatest	other
review_19	bourgeoisie	other
review_19	decadence	other
review_19	of	other
review_19	the	other
review_19	Romanoff	other
review_19	dynasty	other
review_19	is	other
review_19	today	other
review_19	preserved	other
review_19	by	other
review_19	our	other
review_19	friends	other
review_19	in	other
review_19	socialist	other
review_19	France	other
review_19	?	other
review_19	Viva	other
review_19	la	other
review_19	Revolution	other
review_19	!	other
review_19	rws	other
review_19	,	other
review_19	26\/1\/0	other
review_8	B0002EMLGK	other
review_8	:	other
review_8	very_good	other
review_8	,	other
review_8	_	other
review_8	but_it_has_its_downsides	other
review_8	.	other
review_8	.	other
review_8	.	other
review_8	:	other
review_8	john_madachik	other
review_8	_	other
review_8	"	other
review_8	bizbiztech	other
review_8	"	other
review_8	B0002EMLGK	other
review_8	Red	other
review_8	Bull	other
review_8	Energy	other
review_8	Drink	other
review_8	Sugar	other
review_8	Free	other
review_8	12	other
review_8	Cans	other
review_8	8.3	other
review_8	oz	other
review_8	:	other
review_8	Gourmet	other
review_8	Food	other
review_8	gourmet	other
review_8	food	other
review_8	2	other
review_8	of	other
review_8	2	other
review_8	4.0	other
review_8	Very	other
review_8	good	other
review_8	,	other
review_8	but	other
review_8	it	other
review_8	has	other
review_8	its	other
review_8	downsides	other
review_8	.	other
review_8	.	other
review_8	.	other
review_8	January	other
review_8	8	other
review_8	,	other
review_8	2005	other
review_8	John	other
review_8	Madachik	other
review_8	"	other
review_8	bizbiztech	other
review_8	"	other
review_8	Cleveland	other
review_8	,	other
review_8	OH	other
review_8	United	other
review_8	States	other
review_8	Red	positive
review_8	Bull	positive
review_8	used	positive
review_8	to	positive
review_8	be	positive
review_8	my	positive
review_8	favorite	positive
review_8	drink	positive
review_8	,	positive
review_8	as	positive
review_8	I	positive
review_8	would	positive
review_8	not	positive
review_8	go	positive
review_8	24	positive
review_8	hours	positive
review_8	without	positive
review_8	drinking	positive
review_8	an	positive
review_8	entire	positive
review_8	can	positive
review_8	.	positive
review_8	That	negative
review_8	era	negative
review_8	has	negative
review_8	ended	negative
review_8	simply	negative
review_8	because	negative
review_8	I	negative
review_8	was	negative
review_8	beginning	negative
review_8	to	negative
review_8	get	negative
review_8	sick	negative
review_8	of	negative
review_8	paying	negative
review_8	over	negative
review_8	$	negative
review_8	2.00	negative
review_8	for	negative
review_8	one	negative
review_8	can	negative
review_8	.	negative
review_8	I	positive
review_8	know	positive
review_8	several	positive
review_8	distributors	positive
review_8	who	positive
review_8	offer	positive
review_8	the	positive
review_8	product	positive
review_8	for	positive
review_8	$	positive
review_8	1.50	positive
review_8	,	positive
review_8	but	negative
review_8	I	negative
review_8	seldomly	negative
review_8	stock	negative
review_8	up	negative
review_8	on	negative
review_8	the	negative
review_8	stuff	negative
review_8	and	negative
review_8	end	negative
review_8	up	negative
review_8	paying	negative
review_8	the	negative
review_8	$	negative
review_8	2.00	negative
review_8	for	negative
review_8	a	negative
review_8	can	negative
review_8	plus	negative
review_8	8	negative
review_8	%	negative
review_8	tax	negative
review_8	,	negative
review_8	which	negative
review_8	comes	negative
review_8	out	negative
review_8	to	negative
review_8	$	negative
review_8	2.15	negative
review_8	a	negative
review_8	can	negative
review_8	.	negative
review_8	Which	negative
review_8	is	negative
review_8	fine	negative
review_8	with	negative
review_8	me	negative
review_8	until	negative
review_8	you	negative
review_8	realize	negative
review_8	that	negative
review_8	you	negative
review_8	are	negative
review_8	spending	negative
review_8	over	negative
review_8	700	negative
review_8	dollars	negative
review_8	a	negative
review_8	year	negative
